"","Transcript.ID","gene_assignment","Gene.Symbol","RefSeq","p.value.Diagnosis.","p.value.Control.vs..Schizophrenia.","Ratio.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia.","Fold.Change.Control.vs..Schizophrenia...Description.","F.Diagnosis.","SS.Diagnosis.","SS.Error.","F.Error.","FoldChange","p.value"
"466",8125328,"NM_006411 // AGPAT1 // 1-acylglycerol-3-phosphate O-acyltransferase 1 (lysophosp","AGPAT1","NM_006411",0.00747191,0.00747191,1.1161,1.1161,"Control up vs Schizophrenia",8.67875,0.150666,0.381926,1,1.1161,0.00747191
"479",7896822,"NM_198576 // AGRN // agrin // 1p36.33 // 375790 /// ENST00000379370 // AGRN // a","AGRN","NM_198576",0.00160993,0.00160993,1.18178,1.18178,"Control up vs Schizophrenia",12.9256,0.34839,0.592976,1,1.18178,0.00160993
"483",8083240,"NM_031850 // AGTR1 // angiotensin II receptor, type 1 // 3q21-q25 // 185 /// NM_","AGTR1","NM_031850",0.00432715,0.00432715,0.593926,-1.68371,"Control down vs Schizophrenia",10.115,3.38981,7.37281,1,-1.68371,0.00432715
"487",8111474,"NM_031900 // AGXT2 // alanine--glyoxylate aminotransferase 2 // 5p13 // 64902 //","AGXT2","NM_031900",0.0411986,0.0411986,0.927272,-1.07843,"Control down vs Schizophrenia",4.70284,0.0712022,0.333085,1,-1.07843,0.0411986
"489",8116177,"NM_153373 // AGXT2L2 // alanine-glyoxylate aminotransferase 2-like 2 // 5q35.3 /","AGXT2L2","NM_153373",0.0238346,0.0238346,0.890613,-1.12282,"Control down vs Schizophrenia",5.89331,0.167593,0.625631,1,-1.12282,0.0238346
"490",8056220,"NM_015446 // AHCTF1 // AT hook containing transcription factor 1 // 1q44 // 2590","AHCTF1","NM_015446",0.00098322,0.00098322,0.893846,-1.11876,"Control down vs Schizophrenia",14.4332,0.157274,0.239728,1,-1.11876,0.00098322
"491",7925622,"NM_015446 // AHCTF1 // AT hook containing transcription factor 1 // 1q44 // 2590","AHCTF1","NM_015446",0.00316397,0.00316397,0.910134,-1.09874,"Control down vs Schizophrenia",10.9751,0.110731,0.221965,1,-1.09874,0.00316397
"502",8042195,"NM_152392 // AHSA2 // AHA1, activator of heat shock 90kDa protein ATPase homolog","AHSA2","NM_152392",0.00605018,0.00605018,0.834424,-1.19843,"Control down vs Schizophrenia",9.22409,0.409186,0.975932,1,-1.19843,0.00605018
"513",7934101,"NM_032797 // AIFM2 // apoptosis-inducing factor, mitochondrion-associated, 2 // ","AIFM2","NM_032797",0.0128315,0.0128315,0.855035,-1.16954,"Control down vs Schizophrenia",7.33595,0.306307,0.918592,1,-1.16954,0.0128315
"515",8122396,"NM_016108 // AIG1 // androgen-induced 1 // 6q24.2 // 51390 /// ENST00000357847 /","AIG1","NM_016108",0.0168808,0.0168808,1.25761,1.25761,"Control up vs Schizophrenia",6.6845,0.656103,2.15936,1,1.25761,0.0168808
"517",7913938,"NM_001039775 // AIM1L // absent in melanoma 1-like // 1p36.11 // 55057 /// ENST0","AIM1L","NM_001039775",0.0339422,0.0339422,0.901483,-1.10928,"Control down vs Schizophrenia",5.11515,0.134332,0.577755,1,-1.10928,0.0339422
"526",7916590,"NM_001625 // AK2 // adenylate kinase 2 // 1p34 // 204 /// NM_013411 // AK2 // ad","AK2","NM_001625",0.000447689,0.000447689,0.861914,-1.16021,"Control down vs Schizophrenia",16.9923,0.275761,0.357028,1,-1.16021,0.000447689
"531",7902452,"NM_174858 // AK5 // adenylate kinase 5 // 1p31 // 26289 /// NM_012093 // AK5 // ","AK5","NM_174858",0.0339341,0.0339341,0.782721,-1.27759,"Control down vs Schizophrenia",5.11567,0.749473,3.22312,1,-1.27759,0.0339341
"532",7976578,"NM_152327 // AK7 // adenylate kinase 7 // 14q32.2 // 122481 /// ENST00000267584 ","AK7","NM_152327",0.0347054,0.0347054,1.36315,1.36315,"Control up vs Schizophrenia",5.06732,1.19857,5.20364,1,1.36315,0.0347054
"533",8008664,"NM_003488 // AKAP1 // A kinase (PRKA) anchor protein 1 // 17q21-q23 // 8165 /// ","AKAP1","NM_003488",0.0340801,0.0340801,0.8026,-1.24595,"Control down vs Schizophrenia",5.10642,0.603876,2.60168,1,-1.24595,0.0340801
"534",8013431,"NM_007202 // AKAP10 // A kinase (PRKA) anchor protein 10 // 17p11.1 // 11216 ///","AKAP10","NM_007202",0.00393844,0.00393844,0.903541,-1.10676,"Control down vs Schizophrenia",10.3707,0.128489,0.272572,1,-1.10676,0.00393844
"542",7973850,"NM_004274 // AKAP6 // A kinase (PRKA) anchor protein 6 // 14q12-q13.1 // 9472 //","AKAP6","NM_004274",7.43e-07,7.43e-07,1.58293,1.58293,"Control up vs Schizophrenia",46.5645,2.63419,1.24456,1,1.58293,7.43e-07
"544",8035007,"NM_005858 // AKAP8 // A kinase (PRKA) anchor protein 8 // 19p13.1 // 10270 /// E","AKAP8","NM_005858",0.00389226,0.00389226,0.88487,-1.13011,"Control down vs Schizophrenia",10.4029,0.186834,0.395115,1,-1.13011,0.00389226
"545",8035023,"NM_014371 // AKAP8L // A kinase (PRKA) anchor protein 8-like // 19p13.12 // 2699","AKAP8L","NM_014371",0.0339766,0.0339766,0.948515,-1.05428,"Control down vs Schizophrenia",5.11298,0.0348919,0.150132,1,-1.05428,0.0339766
"551",8128034,"NM_018064 // AKIRIN2 // akirin 2 // 6q15 // 55122 /// ENST00000257787 // AKIRIN2","AKIRIN2","NM_018064",0.0140397,0.0140397,1.13816,1.13816,"Control up vs Schizophrenia",7.12002,0.209141,0.646221,1,1.13816,0.0140397
"553",7918235,"NM_152763 // AKNAD1 // AKNA domain containing 1 // 1p13.3 // 254268 /// ENST0000","AKNAD1","NM_152763",4.98e-05,4.98e-05,1.73233,1.73233,"Control up vs Schizophrenia",25.2371,3.77036,3.28675,1,1.73233,4.98e-05
"554",7901110,"NM_006066 // AKR1A1 // aldo-keto reductase family 1, member A1 (aldehyde reducta","AKR1A1","NM_006066",0.0179664,0.0179664,0.903899,-1.10632,"Control down vs Schizophrenia",6.53922,0.127487,0.428907,1,-1.10632,0.0179664
"555",8143054,"NM_001628 // AKR1B1 // aldo-keto reductase family 1, member B1 (aldose reductase","AKR1B1","NM_001628",0.000568419,0.000568419,0.84111,-1.1889,"Control down vs Schizophrenia",16.1952,0.373901,0.507918,1,-1.1889,0.000568419
"572",8163509,"NM_000031 // ALAD // aminolevulinate dehydratase // 9q33.1 // 210 /// ENST000004","ALAD","NM_000031",0.0450583,0.0450583,1.06723,1.06723,"Control up vs Schizophrenia",4.51569,0.052876,0.257607,1,1.06723,0.0450583
"573",8080184,"NM_000688 // ALAS1 // aminolevulinate, delta-, synthase 1 // 3p21.1 // 211 /// N","ALAS1","NM_000688",0.0272165,0.0272165,0.936373,-1.06795,"Control down vs Schizophrenia",5.59736,0.0539727,0.212136,1,-1.06795,0.0272165
"574",8173135,"NM_000032 // ALAS2 // aminolevulinate, delta-, synthase 2 // Xp11.21 // 212 /// ","ALAS2","NM_000032",0.0258909,0.0258909,0.909152,-1.09993,"Control down vs Schizophrenia",5.70819,0.113282,0.436603,1,-1.09993,0.0258909
"580",7989199,"NM_003888 // ALDH1A2 // aldehyde dehydrogenase 1 family, member A2 // 15q21.3 //","ALDH1A2","NM_003888",0.0296402,0.0296402,0.587825,-1.70119,"Control down vs Schizophrenia",5.40955,3.52552,14.3379,1,-1.70119,0.0296402
"581",7986446,"NM_000693 // ALDH1A3 // aldehyde dehydrogenase 1 family, member A3 // 15q26.3 //","ALDH1A3","NM_000693",0.00500973,0.00500973,0.519898,-1.92345,"Control down vs Schizophrenia",9.72189,5.3434,12.0918,1,-1.92345,0.00500973
"583",8090314,"NM_012190 // ALDH1L1 // aldehyde dehydrogenase 1 family, member L1 // 3q21.3 // ","ALDH1L1","NM_012190",0.0283252,0.0283252,1.10405,1.10405,"Control up vs Schizophrenia",5.50921,0.122371,0.488665,1,1.10405,0.0283252
"589",7949882,"NM_000695 // ALDH3B2 // aldehyde dehydrogenase 3 family, member B2 // 11q13 // 2","ALDH3B2","NM_000695",0.0215341,0.0215341,0.881218,-1.13479,"Control down vs Schizophrenia",6.12284,0.199682,0.717479,1,-1.13479,0.0215341
"596",7994737,"NM_000034 // ALDOA // aldolase A, fructose-bisphosphate // 16p11.2 // 226 /// NM","ALDOA","NM_000034",0.00198671,0.00198671,1.10395,1.10395,"Control up vs Schizophrenia",12.3045,0.122137,0.218378,1,1.10395,0.00198671
"602",7954789,"NM_001013620 // ALG10B // asparagine-linked glycosylation 10, alpha-1,2-glucosyl","ALG10B","NM_001013620",0.00545624,0.00545624,0.919116,-1.088,"Control down vs Schizophrenia",9.49546,0.0888386,0.20583,1,-1.088,0.00545624
"604",8076851,"NM_024105 // ALG12 // asparagine-linked glycosylation 12, alpha-1,6-mannosyltran","ALG12","NM_024105",0.00953849,0.00953849,0.935337,-1.06913,"Control down vs Schizophrenia",8.06274,0.055807,0.152275,1,-1.06913,0.00953849
"607",7917896,"NM_144988 // ALG14 // asparagine-linked glycosylation 14 homolog (S. cerevisiae)","ALG14","NM_144988",0.0146131,0.0146131,1.12247,1.12247,"Control up vs Schizophrenia",7.02466,0.166693,0.522053,1,1.12247,0.0146131
"617",7966183,"NM_001145374 // ALKBH2 // alkB, alkylation repair homolog 2 (E. coli) // 12q24.1","ALKBH2","NM_001145374",0.000226067,0.000226067,0.829619,-1.20537,"Control down vs Schizophrenia",19.3763,0.435712,0.494711,1,-1.20537,0.000226067
"633",7968344,"NM_001629 // ALOX5AP // arachidonate 5-lipoxygenase-activating protein // 13q12 ","ALOX5AP","NM_001629",0.00531298,0.00531298,0.741139,-1.34927,"Control down vs Schizophrenia",9.56581,1.12069,2.57744,1,-1.34927,0.00531298
"644",8058238,"NM_001168221 // ALS2CR11 // amyotrophic lateral sclerosis 2 (juvenile) chromosom","ALS2CR11","NM_001168221",0.0407849,0.0407849,1.16764,1.16764,"Control up vs Schizophrenia",4.72407,0.299975,1.39698,1,1.16764,0.0407849
"648",7957452,"NM_006982 // ALX1 // ALX homeobox 1 // 12q21.3-q22 // 8092 /// ENST00000316824 /","ALX1","NM_006982",8.93e-05,8.93e-05,1.31846,1.31846,"Control up vs Schizophrenia",22.8736,0.954524,0.918069,1,1.31846,8.93e-05
"656",8095519,"NM_016519 // AMBN // ameloblastin (enamel matrix protein) // 4q21 // 258 /// ENS","AMBN","NM_016519",0.0124552,0.0124552,1.2218,1.2218,"Control up vs Schizophrenia",7.40784,0.50114,1.4883,1,1.2218,0.0124552
"669",7962579,"NM_001143668 // AMIGO2 // adhesion molecule with Ig-like domain 2 // 12q13.11 //","AMIGO2","NM_001143668",4.23e-05,4.23e-05,1.96901,1.96901,"Control up vs Schizophrenia",25.9157,5.7327,4.86652,1,1.96901,4.23e-05
"671",8174496,"NM_015365 // AMMECR1 // Alport syndrome, mental retardation, midface hypoplasia ","AMMECR1","NM_015365",0.00189284,0.00189284,0.832592,-1.20107,"Control down vs Schizophrenia",12.4463,0.419188,0.740954,1,-1.20107,0.00189284
"672",8055096,"NM_031445 // AMMECR1L // AMME chromosomal region gene 1-like // 2q21 // 83607 //","AMMECR1L","NM_031445",0.000513343,0.000513343,0.873353,-1.14501,"Control down vs Schizophrenia",16.5332,0.229001,0.304721,1,-1.14501,0.000513343
"677",8090852,"NM_016201 // AMOTL2 // angiomotin like 2 // 3q21-q22 // 51421 /// ENST0000024988","AMOTL2","NM_016201",0.0233133,0.0233133,0.825954,-1.21072,"Control down vs Schizophrenia",5.94309,0.456617,1.69029,1,-1.21072,0.0233133
"688",7903407,"NM_020978 // AMY2B // amylase, alpha 2B (pancreatic) // 1p21 // 280 /// NM_01761","AMY2B","NM_020978",0.005609,0.005609,1.23261,1.23261,"Control up vs Schizophrenia",9.42266,0.546213,1.2753,1,1.23261,0.005609
"692",8053610,"NM_022662 // ANAPC1 // anaphase promoting complex subunit 1 // 2q12.1 // 64682 /","ANAPC1","NM_022662",0.00099084,0.00099084,0.894286,-1.11821,"Control down vs Schizophrenia",14.409,0.155896,0.238026,1,-1.11821,0.00099084
"693",8043349,"NM_022662 // ANAPC1 // anaphase promoting complex subunit 1 // 2q12.1 // 64682 /","ANAPC1","NM_022662",0.0056955,0.0056955,0.891664,-1.1215,"Control down vs Schizophrenia",9.38239,0.164198,0.385013,1,-1.1215,0.0056955
"694",8054614,"NM_022662 // ANAPC1 // anaphase promoting complex subunit 1 // 2q12.1 // 64682 /","ANAPC1","NM_022662",0.0204822,0.0204822,0.926019,-1.07989,"Control down vs Schizophrenia",6.23711,0.0737737,0.26022,1,-1.07989,0.0204822
"705",7966301,"NM_016238 // ANAPC7 // anaphase promoting complex subunit 7 // 12q24.11 // 51434","ANAPC7","NM_016238",0.0159081,0.0159081,0.903528,-1.10677,"Control down vs Schizophrenia",6.82378,0.128524,0.414365,1,-1.10677,0.0159081
"707",7980327,"NM_015305 // ANGEL1 // angel homolog 1 (Drosophila) // 14q24.3 // 23357 /// ENST","ANGEL1","NM_015305",0.00678123,0.00678123,0.846289,-1.18163,"Control down vs Schizophrenia",8.92786,0.347843,0.857153,1,-1.18163,0.00678123
"708",7924190,"NM_144567 // ANGEL2 // angel homolog 2 (Drosophila) // 1q32.3 // 90806 /// ENST0","ANGEL2","NM_144567",0.0168669,0.0168669,0.893026,-1.11979,"Control down vs Schizophrenia",6.68642,0.159858,0.525972,1,-1.11979,0.0168669
"709",8152297,"NM_001146 // ANGPT1 // angiopoietin 1 // 8q22.3-q23 // 284 /// ENST00000297450 /","ANGPT1","NM_001146",0.0217586,0.0217586,1.48028,1.48028,"Control up vs Schizophrenia",6.09927,1.92128,6.93002,1,1.48028,0.0217586
"714",7901883,"NM_014495 // ANGPTL3 // angiopoietin-like 3 // 1p31.1-p22.3 // 27329 /// ENST000","ANGPTL3","NM_014495",0.0497599,0.0497599,1.20922,1.20922,"Control up vs Schizophrenia",4.31082,0.4507,2.30012,1,1.20922,0.0497599
"720",8096959,"NM_001148 // ANK2 // ankyrin 2, neuronal // 4q25-q27 // 287 /// NM_001127493 // ","ANK2","NM_001148",6.64e-05,6.64e-05,1.69675,1.69675,"Control up vs Schizophrenia",24.0556,3.49091,3.19261,1,1.69675,6.64e-05
"721",7933772,"NM_020987 // ANK3 // ankyrin 3, node of Ranvier (ankyrin G) // 10q21 // 288 /// ","ANK3","NM_020987",0.00052445,0.00052445,1.39099,1.39099,"Control up vs Schizophrenia",16.4619,1.36011,1.81767,1,1.39099,0.00052445
"725",8008609,"NM_153228 // ANKFN1 // ankyrin-repeat and fibronectin type III domain containing","ANKFN1","NM_153228",0.0184187,0.0184187,1.74169,1.74169,"Control up vs Schizophrenia",6.48156,3.84468,13.0498,1,1.74169,0.0184187
"727",8111101,"NM_054027 // ANKH // ankylosis, progressive homolog (mouse) // 5p15.1 // 56172 /","ANKH","NM_054027",0.0133644,0.0133644,0.843984,-1.18486,"Control down vs Schizophrenia",7.23805,0.359303,1.0921,1,-1.18486,0.0133644
"732",8026712,"NM_152363 // ANKLE1 // ankyrin repeat and LEM domain containing 1 // 19p13.11 //","ANKLE1","NM_152363",0.00963887,0.00963887,0.87423,-1.14386,"Control down vs Schizophrenia",8.03669,0.22562,0.617622,1,-1.14386,0.00963887
"733",7967794,"NM_015114 // ANKLE2 // ankyrin repeat and LEM domain containing 2 // 12q24.33 //","ANKLE2","NM_015114",0.0397882,0.0397882,0.882359,-1.13333,"Control down vs Schizophrenia",4.77623,0.195616,0.901034,1,-1.13333,0.0397882
"737",7934979,"NM_014391 // ANKRD1 // ankyrin repeat domain 1 (cardiac muscle) // 10q23.31 // 2","ANKRD1","NM_014391",4.88e-06,4.88e-06,0.464758,-2.15166,"Control down vs Schizophrenia",35.9932,7.33208,4.48156,1,-2.15166,4.88e-06
"738",7972828,"NM_017664 // ANKRD10 // ankyrin repeat domain 10 // 13q34 // 55608 /// ENST00000","ANKRD10","NM_017664",0.000685879,0.000685879,0.878481,-1.13833,"Control down vs Schizophrenia",15.5807,0.209627,0.295995,1,-1.13833,0.000685879
"751",8154823,"ENST00000290943 // ANKRD18B // ankyrin repeat domain 18B // 9p13.3 // 441459 ///","ANKRD18B","ENST00000290943",0.0384742,0.0384742,1.51038,1.51038,"Control up vs Schizophrenia",4.84728,2.12355,9.63799,1,1.51038,0.0384742
"754",8155574,"NM_032250 // ANKRD20A1 // ankyrin repeat domain 20 family, member A1 // 9q13 // ","ANKRD20A1","NM_032250",0.0103705,0.0103705,0.625776,-1.59801,"Control down vs Schizophrenia",7.85542,2.74413,7.68526,1,-1.59801,0.0103705
"755",8155602,"NM_001012421 // ANKRD20A2 // ankyrin repeat domain 20 family, member A2 // 9p12 ","ANKRD20A2","NM_001012421",0.0136956,0.0136956,0.624726,-1.6007,"Control down vs Schizophrenia",7.17935,2.76383,8.46934,1,-1.6007,0.0136956
"756",8161388,"NM_001012419 // ANKRD20A3 // ankyrin repeat domain 20 family, member A3 // 9p12 ","ANKRD20A3","NM_001012419",0.00880879,0.00880879,0.609371,-1.64104,"Control down vs Schizophrenia",8.26176,3.06399,8.15901,1,-1.64104,0.00880879
"757",8155397,"NM_001012419 // ANKRD20A3 // ankyrin repeat domain 20 family, member A3 // 9p12 ","ANKRD20A3","NM_001012419",0.00880879,0.00880879,0.609371,-1.64104,"Control down vs Schizophrenia",8.26176,3.06399,8.15901,1,-1.64104,0.00880879
"759",8155414,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// ENST0","ANKRD20B","NR_003366",0.00111184,0.00111184,0.44092,-2.26798,"Control down vs Schizophrenia",14.0505,8.37439,13.1124,1,-2.26798,0.00111184
"760",8155591,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// ENST0","ANKRD20B","NR_003366",0.00131551,0.00131551,0.493973,-2.0244,"Control down vs Schizophrenia",13.5343,6.2118,10.0973,1,-2.0244,0.00131551
"761",8067864,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// NM_03","ANKRD20B","NR_003366",0.00496003,0.00496003,0.737705,-1.35556,"Control down vs Schizophrenia",9.74845,1.15572,2.60819,1,-1.35556,0.00496003
"762",8053741,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// NM_00","ANKRD20B","NR_003366",0.00652754,0.00652754,0.548304,-1.82381,"Control down vs Schizophrenia",9.02648,4.50964,10.9912,1,-1.82381,0.00652754
"763",8053744,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// NM_00","ANKRD20B","NR_003366",0.00828599,0.00828599,0.655559,-1.52541,"Control down vs Schizophrenia",8.41591,2.22676,5.82096,1,-1.52541,0.00828599
"764",8053737,"NR_003366 // ANKRD20B // ankyrin repeat domain 20B // 2q11.1 // 729171 /// ENST0","ANKRD20B","NR_003366",0.0125153,0.0125153,0.641605,-1.55859,"Control down vs Schizophrenia",7.39621,2.45946,7.31565,1,-1.55859,0.0125153
"768",8024768,"NM_133475 // ANKRD24 // ankyrin repeat domain 24 // 19p13.3 // 170961 /// ENST00","ANKRD24","NM_133475",0.03293,0.03293,0.915635,-1.09214,"Control down vs Schizophrenia",5.18049,0.0970116,0.411979,1,-1.09214,0.03293
"771",8035905,"NM_032139 // ANKRD27 // ankyrin repeat domain 27 (VPS9 domain) // 19q13.11 // 84","ANKRD27","NM_032139",0.00626772,0.00626772,0.879339,-1.13722,"Control down vs Schizophrenia",9.13198,0.20648,0.497434,1,-1.13722,0.00626772
"775",8020357,"NM_001145029 // ANKRD30B // ankyrin repeat domain 30B // 18p11.21 // 374860 /// ","ANKRD30B","NM_001145029",0.0214147,0.0214147,1.13434,1.13434,"Control up vs Schizophrenia",6.1355,0.198433,0.711519,1,1.13434,0.0214147
"780",7955551,"NM_001130015 // ANKRD33 // ankyrin repeat domain 33 // 12q13.13 // 341405 /// NM","ANKRD33","NM_001130015",0.041434,0.041434,0.861939,-1.16017,"Control down vs Schizophrenia",4.69087,0.275654,1.29281,1,-1.16017,0.041434
"788",8054054,"NM_025190 // ANKRD36B // ankyrin repeat domain 36B // 2q11.2 // 57730 /// NM_001","ANKRD36B","NM_025190",0.0392553,0.0392553,1.10963,1.10963,"Control up vs Schizophrenia",4.80472,0.13515,0.618828,1,1.10963,0.0392553
"792",7922121,"NR_026844 // ANKRD36BP1 // ankyrin repeat domain 36B pseudogene 1 // 1q24.2 // 8","ANKRD36BP1","NR_026844",0.0322174,0.0322174,1.44873,1.44873,"Control up vs Schizophrenia",5.22786,1.71596,7.22116,1,1.44873,0.0322174
"793",8098604,"NM_181726 // ANKRD37 // ankyrin repeat domain 37 // 4q35.1 // 353322 /// NM_0183","ANKRD37","NM_181726",0.0228544,0.0228544,1.15688,1.15688,"Control up vs Schizophrenia",5.98796,0.265209,0.97439,1,1.15688,0.0228544
"795",8016725,"NM_052855 // ANKRD40 // ankyrin repeat domain 40 // 17q21.33 // 91369 /// ENST00","ANKRD40","NM_052855",0.0182283,0.0182283,0.924279,-1.08192,"Control down vs Schizophrenia",6.50564,0.07743,0.261843,1,-1.08192,0.0182283
"809",8101207,"NM_001029870 // ANKRD56 // ankyrin repeat domain 56 // 4q21.1 // 345079 /// BC13","ANKRD56","NM_001029870",0.00335643,0.00335643,0.770714,-1.2975,"Control down vs Schizophrenia",10.8108,0.847046,1.72374,1,-1.2975,0.00335643
"818",8118863,"NM_015245 // ANKS1A // ankyrin repeat and sterile alpha motif domain containing ","ANKS1A","NM_015245",0.0443523,0.0443523,1.07815,1.07815,"Control up vs Schizophrenia",4.54853,0.0707029,0.34197,1,1.07815,0.0443523
"822",8162803,"NM_173551 // ANKS6 // ankyrin repeat and sterile alpha motif domain containing 6","ANKS6","NM_173551",0.00624696,0.00624696,0.894648,-1.11776,"Control down vs Schizophrenia",9.14061,0.15477,0.372508,1,-1.11776,0.00624696
"826",8086467,"NM_018075 // ANO10 // anoctamin 10 // 3p22.1 // 55129 /// ENST00000292246 // ANO","ANO10","NM_018075",0.049243,0.049243,1.11602,1.11602,"Control up vs Schizophrenia",4.33224,0.150463,0.764079,1,1.11602,0.049243
"830",7938951,"NM_213599 // ANO5 // anoctamin 5 // 11p14.3 // 203859 /// NM_001142649 // ANO5 /","ANO5","NM_213599",3.7e-06,3.7e-06,1.95103,1.95103,"Control up vs Schizophrenia",37.4387,5.57852,3.2781,1,1.95103,3.7e-06
"835",7982531,"NM_006305 // ANP32A // acidic (leucine-rich) nuclear phosphoprotein 32 family, m","ANP32A","NM_006305",0.042192,0.042192,0.954334,-1.04785,"Control down vs Schizophrenia",4.65284,0.0272836,0.129005,1,-1.04785,0.042192
"843",8101260,"NM_058172 // ANTXR2 // anthrax toxin receptor 2 // 4q21.21 // 118429 /// NM_0011","ANTXR2","NM_058172",0.000348569,0.000348569,1.3992,1.3992,"Control up vs Schizophrenia",17.8476,1.40902,1.73684,1,1.3992,0.000348569
"845",7933237,"NM_174890 // ANUBL1 // AN1, ubiquitin-like, homolog (Xenopus laevis) // 10q11.22","ANUBL1","NM_174890",0.0154697,0.0154697,1.30494,1.30494,"Control up vs Schizophrenia",6.88969,0.884667,2.8249,1,1.30494,0.0154697
"848",7934733,"NM_145869 // ANXA11 // annexin A11 // 10q23 // 311 /// NM_145868 // ANXA11 // an","ANXA11","NM_145869",0.0149837,0.0149837,0.777145,-1.28676,"Control down vs Schizophrenia",6.96521,0.793862,2.50746,1,-1.28676,0.0149837
"854",8095986,"NM_005139 // ANXA3 // annexin A3 // 4q13-q22 // 306 /// ENST00000264908 // ANXA3","ANXA3","NM_005139",0.00258461,0.00258461,0.67122,-1.48982,"Control down vs Schizophrenia",11.5453,1.98473,3.78197,1,-1.48982,0.00258461
